processing,Li_average,Hf_average,Ti_average,Pb_average,Sb_average,Bi_average,Al_average,Sn_average,Ni_average,Mn_average,Mg_average,Cr_average,Si_average,Cu_average,Zn_average,Fe_average,O_average,Ag_average,P_average,Se_average,Co_average,Be_average,Zr_average,S_average,Te_average,C_average,As_average,Other_average,Nb_average,Cd_average,B_average,thermal_conductivity_average_W
1,0,0,0,0.02,0,0,8.5,0,2.4,1.75,0,0,0.2,77.43,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1,0,0,0,0.02,0,0,9,0,5,1.5,0,0,0.2,73.18,0.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1,0,0,0,0.02,0,0,7.5,0,0.8,2,0,0,0.7,80.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1,0,0,0,0.02,0,0,7.5,0,5,2.5,0,0,0.7,73.279983,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1,0,0,0,0.02,0,0,7.5,0,2.4,2.25,0,0,0.7,77.63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1,0,0,0,0.02,0,0,10,0,1,1,0,0,0.1,79.259983,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1,0,0,0,0.01,0,0,0.01,0.75,0.3,0.3,0,0,0.3,89.309983,0,0.05,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,132.5
1,0,0,0,0.02,0,0,0.01,6.5,0,0,0,0,0,84.39,0.1,0.1,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,75
1,0,0,0,0.02,0,0,0.1,6.5,0,1,0,0,0.5,82.779983,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,75
1,0,0,0,0.02,0,0,0.1,12,0,1,0,0,0.5,77.379983,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,45
1,0,0,0,0.02,0,0,0.01,12,0,0,0,0,0,78.99,0.1,0.1,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,55
1,0,0,0,0.01,0,0,0.01,0,0.3,0.2,0,0,0.1,99.5,0,0.05,0,1,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0,267.5
1,0,0,0,0.01,0,0,0,1,0.3,1.5,0,0,0.8,95,0,0.2,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,132.5
1,0,0,0,0.02,0,0,7.5,0,2.25,12.5,0,0,0.1,67.83,0.15,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1,0,0,0,0.02,0,0,7,0,2.25,12.5,0,0,1,67.579983,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1,0,0,0,0.02,0,0,0.01,0.2,0,1,0,0,3.4,86.35,0.2,0.3,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,35
1,0,0,0,0.6,0,0,0.6,1,0.6,2,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.005,0.005,0.002,0,0,19,0.5,0.05,0,0.15,70.457984,0.3,0.5,0,0,0.01,0,0,0,0,0.01,0,0.05,0.01,0,0,0,0,108
1,0,0,0,0.005,0.005,0.002,0,0.03,25,0.5,0.05,0,0.15,64.427984,0.3,0.5,0,0,0.01,0,0,0,0,0.01,0,0.05,0.01,0,0,0,0,108
1,0,0,0,0.01,0.005,0.002,0,0,4.7,0,0,0,0,85.972984,0,0.2,0.1,0,0.01,0,0,0,0,0.01,0,0.03,0.01,0,0,0,0,108
1,0,0,0,0.003,0,0,2.65,0,13.5,0.5,0,0,0,73.386984,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0.15,78.483984,0.3,1.25,0,0,0.006,0,0,0,0,0.01,0,0.05,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.03,30.5,0.85,0,0,0.15,58.383984,0.3,0.75,0,0,0.006,0,0,0,0,0.01,0,0.05,0,0,0,0,0,108
1,0,0,0,0.002,0.002,0.002,0,0,43,0.55,0.05,0,0.1,47.079984,0,0.15,0,0,0.002,0,0,0,0,0.01,0,0.1,0.002,0,0,0,0,108
1,0,0,0,0.15,0,0,0.02,0.1,2.9,0.25,0,0,0.85,86.579984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0.002,0.002,0,0,15,0.3,0.05,0,0.15,63.5,0,0.5,0,0,0.005,0,0,0,0,0.01,0,0.03,0.01,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0,15,0.5,0,0,0.15,61.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.55,0,0.02,0,0,14,0.275,0,0,0,59,0,0.25,0,0,0.02,0,0,0,0,0.005,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,90,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,80,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,66,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,65,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,63,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,61,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,60.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,62,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,62.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,59,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.75,0,0,0,0,0,0,0,0,0,61,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.75,0,0,0,0,0,0,0,0,0,61,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.75,0,0,0,0,0,0,0,0,0,59,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.75,0,0,0,0,0,0,0,0,0,59,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,4,0,0,0,0,0,0,0,0,0,58,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.725,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.75,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.05,0,0,0,0,0,71.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.2,0,0,0,1.1,0,0,0,0,0,62.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.3,0,0,0,1.1,0,0,0,0,0,62.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0,0.75,0,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,0,0.75,0,0,0,0,0,60.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.55,0,0,0,1.1,0,0.525,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,1.1,0,0,1.5,0,0,0,58.25,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,1.1,0,0,2,0,0,0,57,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,2.15,0,0,0,0,0,0,77.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.05,0,0,2.15,0,0,0,0,0,0.35,77.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.05,0,0,2.15,0,0.6,0,0,0,0,77.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,10,0.6,0,0,0,78.499984,0.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,0.6,0,0,0,68.149984,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,31,0.6,0,0,0,58.199984,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,30.5,2,0,0,0,55.999984,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.1,0,0,0,0,9.75,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,18,0.5,0,0,0,64,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,14,0.5,0,0,0,62,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,18,0.5,0,0,0,56,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.3,0,0,0,0,18,0.5,0,0,0,62,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.5,0,0,0.01,11,0.2,0,0,0,0,87.75,0.5,0.1,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,65,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,2.5,0.2,0.4,3.5,0,0,0.2,59,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0,0,0,0.85,1.2,2,1.1,0,0,0,58.5,0,0.85,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,1.05,0,0,0,0,0,71.5,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,6.5,0.3,0,0,0,0,83.594984,0.3,0.1,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,10,0.3,0,0,0,0,80.094984,0.3,0.1,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.1,0,0,0,4,0,0,0,0,0,82.749984,4,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0,0,0,0,0,16,1,0,0,0,72.299984,1,0.7,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,108
1,0,0,0,0.03,0,0,0,0,0,0,0,0,0,95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,90,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,87.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,80,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,167
1,0,0,0,0.15,0,0,0,0,0,0,0,0,0,66.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,65.75,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,62.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,61,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.9,0,0,0,0,0.7,0,0,0,0,89,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.9,0,0,0,0,0.95,0,0,0,0,89,0,0.1,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.85,0,0,0,0,0.25,0,0,0,0,85,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.475,0,0,0,0,0,0,0,0,0,66.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2,0,0,0,0,0,0,0,0,0,66.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.15,0,0,0,0,0,0,0,0,0,63.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2,0,0,0,0,0,0,0,0,0,63.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.4,0,0,0,0,0,0,0,0,0,61.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2,0,0,0,0,0,0,0,0,0,61.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61.75,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,3.1,0,0,0,0,0,0,0,0,0,61.5,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.475,0.06,0,0,0.25,0,0,0,0,0,59.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.475,0,0,0,0.25,0,0,0,0,0,59.5,0,0.15,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.15,0,0,0,0,0,0,0,0,0,60.5,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2,0,0,0,0,0,0,0,0,0,59.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2,0,0,0.5,0.3,0,0,0,0,0,57.5,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,3,0,0,0,0,0,0,0,0,0,57,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1,0,0,0,0,0,95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0,0,0,0,0,95,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.1,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.35,0,0,0,0,0,81.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,1.05,0,0,0,0,0,71.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.07,0.06,0,0,1.05,0,0,0,0,0,71.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,1.05,0,0,0,0,0,71.5,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0,0.75,0,0,0,0,0,63.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0,0.75,0,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0,0.75,0,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,1.5,0,0,0,1.6,0.3,0,0,0,0,64.5,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.75,0,0,0,0.75,0,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.015,0,0,0,0.05,0,0,0,0,0,86.434981,11.5,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.015,0,0,0.05,0.05,0.05,0.05,0,0,0.05,86.114981,11.5,2.05,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.8,0,0,1.8,0.5,2,1.5,0,0,1,91.399981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0.25,1,0,0.275,0,0,0,96.874981,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.75,0,0,0,1,0,0.275,0,0,0,97.124981,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,2.15,0,0,0,0,0,0,77.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.025,0,0,3.4,0,0.65,0,0,0,0,95.874981,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0.95,0.1,1.1,0.1,0,0,1.05,96.399981,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.3,0,0,0,0,0,0,0,0,4,95.499981,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.3,0,0,0,0,0,0,0,0,4,95.454981,0,0.2,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,167
1,0,0,0,1,0,0,0,0,0,0.4,0,0,3,95.399981,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1,0,0,0,0,0,0.4,0,0,3,95.354981,0,0.2,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,167
1,0,0,0,0.8,0,0,0,1,0.5,0,0,0,0,97.299981,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,3.2,0.1,0.175,0,0.725,85.599984,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,5.5,0.55,0,0,0,82.449984,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,3.4,0,10,1,0,0,0,73.709984,1,1.4,0,0,0.02,0,0.4,0,0,0.02,0,0.05,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,67.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,25,1,0,0,0,63.799984,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,0,30.5,2,0,0,0,56.449984,0,2,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,44.5,0.05,0,0,0.5,45.549984,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,108
1,0,0,0.03,0.05,0,0,0,0,16.5,1,0,0.5,0.03,71.189984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,2,0.05,13,1,0.225,0,0,74.124984,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.704984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.579984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.1,0,0,0,0,18,0.5,0,0,0,72.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,10,0.5,0,0,0,80.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,10,0.5,0,0,0,80.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,15,0.5,0,0,0,75.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,12,0.5,0,0,0,78.5499825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.1,0,0,0,0,10,0.5,0,0,0,80.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.095,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.25,0,0,0,0,18,0.5,0,0,0,71.0999825,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,72.5499825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,72.5499825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.2,0,0,0,0,10,0,0,0,0,81.1499825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.1,0,0,0,0,12,0.5,0,0,0,77.4999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.25,0,0,0,0,12,0.5,0,0,0,57,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,2,0,0,0,0,10,2,0,0,0,77.0999825,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.01,0.01,0,0,0.01,5.5,0.55,0,0,0.05,83.539984,0,1.2,0,0,0.03,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0,108
1,0,0,0,0.01,0,0,0,0,20,0.275,0,0,0,80,0,0.3,0,0,0,0,0,0,0,0.02,0,0.05,0,0,0,0,0,108
1,0,0,0,0.005,0,0.002,0,0,31,0.75,0,1.8,0.25,56.332984,0,0.7,0,0,0.005,0,0.05,0,0.125,0.01,0,0.02,0,0,0,0,0,108
1,0,0,0,3.5,0,0,0.1,0.5,0.3,0,0,0,0,57,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0,0,0,0,0,20.5,1,0,0,0,68.229984,0.5,0.75,0,0,0,0,0,0,0,0.02,0,0.05,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.149984,0.5,1.5,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,1.5,0,0,0,0,10,0.5,0,0,0,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,63,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0,10,0.5,0,0,0,46,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,12,0.5,0,0,0,64,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,12.25,0.5,0,0,0,59,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.03,0,0,0,0,15,0.5,0,0,0,64,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
