processing,Li_average,Hf_average,Ti_average,Pb_average,Sb_average,Bi_average,Al_average,Sn_average,Ni_average,Mn_average,Mg_average,Cr_average,Si_average,Cu_average,Zn_average,Fe_average,O_average,Ag_average,P_average,Se_average,Co_average,Be_average,Zr_average,S_average,Te_average,C_average,As_average,Other_average,Nb_average,Cd_average,B_average,thermal_conductivity_average_W
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.3,0,0,0.05,0.3,0.3,0,0,0,0,56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
1,0,0,0,2.3,0,0,0.05,0.3,0.3,0,0,0,0,56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.3,0,0,0.05,0.3,0.3,0,0,0,0,56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
1,0,0,0,2.3,0,0,0.275,0.3,0.3,0,0,0,0,58,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.275,0.3,0.3,0,0,0,0,58,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,0.275,0.3,0.3,0,0,0,0,58,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.275,0.3,0.3,0,0,0,0,56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.3,0,0,0.275,0.3,0.3,0,0,0,0,56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,61.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.5,0,0,0.9,0.5,2.5,2,0,0,0.1,59.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1,0,0,0,0.8,0,0,0.9,0.5,2.5,2,0,0,0.1,59.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1,0,0,0,0.8,0,0,0.85,0.4,1,1.3,0,0,0.7,58.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
1,0,0,0,1.2,0,0,0.8,0.6,0.3,1.3,0,0,0,58,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.2,0,0,0.1,0.6,0.3,1.3,0,0,0,57.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.1,0.6,0.3,1.3,0,0,0,57.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.1,0.6,0.3,1.3,0,0,0,57.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.4,0,0,0,1.25,0.2,0,0,0,0,62,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.2,0,0,0,0.75,0.2,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
1,0,0,0,0.2,0,0,0,0.75,0.2,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.2,0,0,0,0.75,0.2,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.8,0,0,1.8,0.5,2,2,0,0,0.65,57.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
1,0,0,0,1.5,0,0,0.6,0.5,1,1.1,0,0,0.4,58,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.5,0,0,0.6,0.5,1,1.1,0,0,0.4,58,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.5,0,0,0.6,0.5,1,1.1,0,0,0.4,58,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.5,0,0,0.6,0.5,1,1.1,0,0,0.4,58,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.8,0,0,0.1,0.5,1,1.75,0,0,0.1,58,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1,0,0,0,2.8,0,0,0,0.2,7,2.25,0,0,0,48.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,2.8,0,0,0,0.2,7,2.25,0,0,0,48.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,2.8,0,0,0,0.2,7,2.25,0,0,0,48.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1,0,0,0,2.8,0,0,0,0.2,7,2.25,0,0,0,48.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,12,5.25,0,0,0,43.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,12,5.25,0,0,0,43.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,12,5.25,0,0,0,43.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,12,5.25,0,0,0,43.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,12,5.25,0,0,0,43.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,10,0.5,0,0,0,46.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.75,0,0,0,0.2,10,0.5,0,0,0,46.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1.75,0,0,0,0.2,10,0.5,0,0,0,46.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1,0,0,0,0.2,18,0.7,0,0,0,61,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1,0,0,0,0.2,18,0.7,0,0,0,61,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,1,0,0,0,0.2,18,0.7,0,0,0,61,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1,0,0,0,0.05,0,0,0,0,10,1,0,0,0,77.599984,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,10,0.1,1,2.5,0,0,0.2,79.45,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1,0,0,0,0.05,0,0,10,0.1,1,2.5,0,0,0.2,79.45,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1,0,0,0,0.05,0,0,9.75,0.1,5,1,0,0,0.2,76.05,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5
1,0,0,0,0.05,0,0,9.75,0.1,5,1,0,0,0.2,76.05,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5
1,0,0,0,0.05,0,0,9.75,0.1,5,1,0,0,0.2,76.05,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0.015,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,322.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0.015,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,322.5
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.02,0,0,0,0.05,30.5,2,0,0,0,55.809984,0.5,2,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.05,30.5,2,0,0,0,55.809984,0.5,2,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.05,31,1,0,0,0,57.559984,0.5,0.7,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.05,31,1,0,0,0,57.609984,0.5,0.7,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,29
1,0,0,0,0.02,0,0,0,0.05,31,1,0,0,0,57.559984,0.5,0.7,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.05,31,1,0,0,0,57.559984,0.5,0.7,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.05,0,0,2.05,0,0.1,0.1,0,0,0,77.5,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,109
1,0,0,0,0.06,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,109
1,0,0,0,0.05,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,109
1,0,0,0,0.07,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.0275,0,0,0,0,109
1,0,0,0,0.07,0,0,0.02,0.05,0,0.1,0,0,0,70,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,126
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,0.03,10,0.75,0,0,0,78.079984,0.5,1.5,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,50.2
1,0,0,0,0.02,0,0,0,0.05,31,1,0,0,0,57.559984,0.5,0.7,0,0,0.02,0,0.1,0,0,0.05,0,0.05,0,0,0,0,0,108
1,0,0,0,0.5,0,0,2.05,0,0.1,0.1,0,0,0,77.5,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,167
1,0,0,0,0.275,0,0,2.05,0,0.1,0.1,0.005,0,0,77.5,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,100
1,0,0,0,0.05,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,109
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,1.1,0.1,0.1,0,0,0,71.25,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,109
1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6424831,0,0,0,0,0.0075,0,0,0,0,0.45,0,0,0,0,0,0,0,374
1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.542482,0,0,0,0,0.0075,0,0,0,0,0,0.55,0,0,0,0,0,0,368
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.2,0,0,0.05,0.2,0.3,0,0,0,0,61.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.05,0.2,0.3,0,0,0,0,61.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.05,0.2,0.3,0,0,0,0,61.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.2,0,0,0.05,0.2,0.3,0,0,0,0,60.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
1,0,0,0,1.2,0,0,0.05,0.2,0.3,0,0,0,0,60.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,59.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,59.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,2.05,0,0,0.1,0.35,0.3,0,0,0,0,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.75,0,0,0,0.75,0.3,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.75,0,0,0,0.75,0.3,0,0,0,0,60.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.7,0,0,0,0.75,0.3,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.7,0,0,0,0.75,0.3,0,0,0,0,60,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.8,0,0,1.8,0.5,2,2,0,0,0.65,57.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
1,0,0,0,0.5,0,0,1.8,0.45,1.5,2.2,0,0,0.8,57.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
1,0,0,0,1.5,0,0,0.4,0.4,0.65,1.1,0,0,0.25,58,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.8,0.6,0.3,1.3,0,0,0,58,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,1.2,0,0,0.8,0.6,0.3,1.3,0,0,0,58,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1,0,0,0,1.2,0,0,0.1,0.6,0.3,1.3,0,0,0,57.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,1.2,0,0,0.1,0.6,0.3,1.3,0,0,0,57.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,31,1,0,0,0,57.299984,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,16.5,1,0,0.5,0,71.249984,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,2.3,9.5,0.2,0,0,0,77.899984,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,18,0.5,0,0,0,72,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,10,0.5,0,0,0,71.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,10,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,65,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
